ccg,row_id,row_name,date,Short-acting insulins_items,Short-acting insulins_actual_cost,Intermediate and long-acting insulins_items,Intermediate and long-acting insulins_actual_cost,Sulfonylureas_items,Sulfonylureas_actual_cost,Biguanides_items,Biguanides_actual_cost,Other antidiabetic drugs_items,Other antidiabetic drugs_actual_cost,Treatment of hypoglycaemia_items,Treatment of hypoglycaemia_actual_cost,Diabetic diagnostic and monitoring agents_items,Diabetic diagnostic and monitoring agents_actual_cost
36J,B83015,TONG MEDICAL PRACTICE,2024/1/1,29,1310.27,84,3816.44,89,106.72,263,781.47,262,10488.62,8,117.19,108,1253.18
36J,B83015,TONG MEDICAL PRACTICE,2024/2/1,26,1244.35,67,3354.99,85,105.06,253,815.96,247,9181.19,11,141.55,112,1288.84
36J,B83015,TONG MEDICAL PRACTICE,2024/3/1,25,1109.1,77,3792.95,93,105.79,254,770.34,281,11820.14,8,80.37,113,1403
36J,B83015,TONG MEDICAL PRACTICE,2024/4/1,28,1200.44,79,4016.72,94,95.47,245,750.57,258,11276.22,13,164,112,1240.78
36J,B83015,TONG MEDICAL PRACTICE,2024/5/1,33,1433.32,79,4065.07,102,100.63,266,989.68,285,13174.02,8,109.23,109,1115.99
36J,B83015,TONG MEDICAL PRACTICE,2024/6/1,29,1295.09,76,4273.41,96,106.25,247,763.97,263,12027.83,7,63.99,96,1179.65
36J,B83015,TONG MEDICAL PRACTICE,2024/7/1,31,1282.93,86,4008.97,99,122.76,275,1113.9,288,12638.04,15,171.13,118,1438.35
36J,B83015,TONG MEDICAL PRACTICE,2024/8/1,24,1263.79,81,4395.37,74,92,257,1089.77,276,12485.16,10,111.62,100,1151.77
36J,B83015,TONG MEDICAL PRACTICE,2024/9/1,33,1522.93,81,3668.61,92,120.7,236,1034.64,269,11966.57,12,193.53,96,1094.61
36J,B83015,TONG MEDICAL PRACTICE,2024/10/1,22,1157.94,77,3917.95,91,105.72,285,1187.42,290,13581.29,18,273.44,112,1396.69
36J,B83015,TONG MEDICAL PRACTICE,2024/11/1,33,1522.37,88,4659.47,86,109.87,240,998.05,277,12229.98,11,107.2,97,1004.95
36J,B83015,TONG MEDICAL PRACTICE,2024/12/1,29,1559.61,78,3261.84,76,98.71,264,1020.57,287,13396.87,12,152.64,89,1011.06
36J,B83015,TONG MEDICAL PRACTICE,2025/1/1,27,1224.17,84,4325.15,84,108.6,273,1127.8,291,13546.88,17,152.51,110,1494.75
36J,B83015,TONG MEDICAL PRACTICE,2025/2/1,24,1127.83,86,4167.88,78,92.56,243,823.25,277,12298.09,12,125.25,98,1007.39
36J,B83015,TONG MEDICAL PRACTICE,2025/3/1,33,1624.45,86,4281.75,89,103.9,269,824.07,287,12531.57,12,141.22,101,1134.64
36J,B83015,TONG MEDICAL PRACTICE,2025/4/1,26,1441.41,85,4173.07,93,122.98,261,846.58,316,13877.04,14,148.04,109,1284.84
36J,B83015,TONG MEDICAL PRACTICE,2025/5/1,26,1122.12,79,3609.27,88,108.58,284,663.31,295,13852.86,13,140.94,105,1255.77
36J,B83016,FARROW MEDICAL CENTRE,2020/6/1,12,547.48,90,4017.3,215,533.87,400,1496.66,178,3715.45,1,6.66,124,1926.9
36J,B83016,FARROW MEDICAL CENTRE,2020/7/1,13,600.03,81,3468.7,220,514.74,396,1459.53,180,4035.4,3,19.99,118,1885.2
36J,B83016,FARROW MEDICAL CENTRE,2020/8/1,9,325.59,69,3346.33,186,431.52,358,1407.77,154,3425.98,1,6.67,106,1617.59
36J,B83016,FARROW MEDICAL CENTRE,2020/9/1,11,547.25,80,3998.87,209,491.58,396,1482.87,163,3713.31,1,6.66,119,1874.46
36J,B83016,FARROW MEDICAL CENTRE,2020/10/1,16,709.08,77,3966.42,243,482.46,431,1565.11,198,4517.88,1,6.66,132,1886.17
36J,B83016,FARROW MEDICAL CENTRE,2020/11/1,10,410.06,77,3663.41,201,396.07,363,1333.55,173,3767.41,2,9.01,113,1848.6
36J,B83016,FARROW MEDICAL CENTRE,2020/12/1,10,461.59,81,3924.79,249,492.74,452,1625.11,220,4828.98,1,6.67,121,2043.3
36J,B83016,FARROW MEDICAL CENTRE,2021/1/1,12,490.48,64,3304.83,222,385.48,394,1411.32,184,3994.68,1,6.68,101,1556.19
36J,B83016,FARROW MEDICAL CENTRE,2021/2/1,9,353.6,69,3481.46,233,432.95,381,1443.92,184,4151.11,0,0,110,1826.74
36J,B83016,FARROW MEDICAL CENTRE,2021/3/1,13,874.17,75,3751.13,235,414.11,411,1532.35,187,4441.61,4,30.47,130,2016.49
36J,B83016,FARROW MEDICAL CENTRE,2021/4/1,9,385.31,69,3293.79,243,381.33,378,1316.54,193,4708.48,2,17.43,96,1712.78
36J,B83016,FARROW MEDICAL CENTRE,2021/5/1,15,819.36,64,3130.08,207,311.87,350,1224.23,174,4087.21,2,13.37,97,1686.72
36J,B83016,FARROW MEDICAL CENTRE,2021/6/1,13,767.22,86,4339.42,271,388.15,429,1492.23,222,5197.17,4,26.42,132,2240.1
36J,B83016,FARROW MEDICAL CENTRE,2021/7/1,11,325.49,71,3533.01,262,330.31,411,1336.87,222,4957.68,2,13.08,116,1848.39
36J,B83016,FARROW MEDICAL CENTRE,2021/8/1,12,686.4,82,3888.46,241,331.74,395,1352.21,214,5343.05,6,48.32,137,2343.13
36J,B83016,FARROW MEDICAL CENTRE,2021/9/1,11,406.74,68,3022.04,225,307.54,380,1280.74,212,5032.11,3,24.14,110,1877.23
36J,B83016,FARROW MEDICAL CENTRE,2021/10/1,15,763.46,104,4662.45,243,306.51,409,1481.19,219,5230.99,1,6.68,139,1921.19
36J,B83016,FARROW MEDICAL CENTRE,2021/11/1,21,1089.73,85,4075.91,255,318.28,419,1448.58,244,5518.01,7,54.39,134,2279.42
36J,B83016,FARROW MEDICAL CENTRE,2021/12/1,13,515.14,90,4244.79,281,323.1,451,1415.4,263,6233.71,4,30.87,139,2330.07
36J,B83016,FARROW MEDICAL CENTRE,2022/1/1,15,883.14,85,3987.93,247,278.27,410,1370.01,246,5758.14,2,13.12,135,2207.25
36J,B83016,FARROW MEDICAL CENTRE,2022/2/1,12,383.05,85,3597.15,217,226.51,392,1207.13,273,5894.23,2,13.44,92,1487.88
36J,B83016,FARROW MEDICAL CENTRE,2022/3/1,17,961.19,87,4005.05,268,293.98,441,1305.74,254,6618.4,8,65.63,128,2077.66
36J,B83016,FARROW MEDICAL CENTRE,2022/4/1,15,606.57,88,4278.25,255,260.72,455,1415.05,257,6563.79,2,13.42,123,1937.06
36J,B83016,FARROW MEDICAL CENTRE,2022/5/1,16,1024.12,93,4069.35,280,281.48,455,1476.05,280,6651.36,3,24.22,121,1847.18
36J,B83016,FARROW MEDICAL CENTRE,2022/6/1,15,648.07,99,4500.12,242,243.22,450,1399.16,263,7010.02,4,18.12,147,2041.1
36J,B83016,FARROW MEDICAL CENTRE,2022/7/1,23,1266.22,93,4282.26,241,249.62,420,1360.53,248,6350.49,3,24.21,127,1800.55
36J,B83016,FARROW MEDICAL CENTRE,2022/8/1,15,615.65,103,4503.96,276,249.68,491,1385.45,305,6909.48,5,33.25,140,1949.63
36J,B83016,FARROW MEDICAL CENTRE,2022/9/1,17,867.05,91,4095.83,259,265.2,486,1643.17,284,7277.31,2,17.49,143,2060.7
36J,B83016,FARROW MEDICAL CENTRE,2022/10/1,20,799.04,99,4455.35,236,226.77,481,1291.57,314,7411.62,6,48.35,144,2029.88
36J,B83016,FARROW MEDICAL CENTRE,2022/11/1,14,517.03,91,4238.93,259,235.36,470,1498.7,305,7370.34,4,30.92,146,1814.69
36J,B83016,FARROW MEDICAL CENTRE,2022/12/1,23,1111.72,95,4023.25,271,250.63,549,1556.36,294,7360.17,4,30.91,163,2166.48
36J,B83016,FARROW MEDICAL CENTRE,2023/1/1,24,918.02,97,4801.52,272,221.42,535,1584.33,333,8699.5,7,59.04,141,1972.15
36J,B83016,FARROW MEDICAL CENTRE,2023/2/1,16,1019.93,90,4115.88,263,233.78,504,1251.4,307,7354.69,2,13.14,136,1668.68
36J,B83016,FARROW MEDICAL CENTRE,2023/3/1,29,1620.33,107,5268.52,267,232.11,568,1637.78,369,9043.06,7,55.27,173,2543.92
36J,B83016,FARROW MEDICAL CENTRE,2023/4/1,24,1065.62,96,4392.92,272,229.93,565,1580.76,350,9043.34,9,64.34,161,2262.46
36J,B83016,FARROW MEDICAL CENTRE,2023/5/1,25,1407.02,97,4641.2,268,234.8,542,1712.5,357,8909.98,6,48.76,155,2201.45
36J,B83016,FARROW MEDICAL CENTRE,2023/6/1,23,1410.14,91,4447.28,300,255.02,606,1621.17,396,9249.11,3,24.36,150,1934.67
36J,B83016,FARROW MEDICAL CENTRE,2023/7/1,24,1143.31,106,4775.57,279,238.64,580,1552.27,368,9318.76,7,76.84,157,2264.8
36J,B83016,FARROW MEDICAL CENTRE,2023/8/1,21,923.34,95,4501.94,295,251.21,586,1870.27,362,9357.85,3,15.79,177,2319.87
36J,B83016,FARROW MEDICAL CENTRE,2023/9/1,18,746.36,109,4775.02,292,239.91,603,1885.5,403,10603.23,7,59.22,174,2450.34
36J,B83016,FARROW MEDICAL CENTRE,2023/10/1,24,1177.95,108,5167.28,342,247.95,616,1614.45,410,9956.77,4,26.31,206,2743.9
36J,B83016,FARROW MEDICAL CENTRE,2023/11/1,25,1036.26,98,4210.35,329,213.22,610,1526.48,421,9198.26,2,9.1,163,2226.2
36J,B83016,FARROW MEDICAL CENTRE,2023/12/1,27,1260.21,107,4672.46,279,239.51,592,1502.49,394,9780.17,2,13.18,195,2615.16
36J,B83016,FARROW MEDICAL CENTRE,2024/1/1,27,1294.12,86,4048.93,317,222.81,646,1484.59,399,8725.13,4,31.17,167,2266.64
36J,B83016,FARROW MEDICAL CENTRE,2024/2/1,25,1175.77,93,4432.41,319,228.2,637,1899.96,392,9472.47,6,175.51,185,2225.96
36J,B83016,FARROW MEDICAL CENTRE,2024/3/1,28,1438.51,102,4763.29,340,253.63,658,1793.01,432,9726.15,3,24.36,167,2175.92
36J,B83016,FARROW MEDICAL CENTRE,2024/4/1,24,1057.5,91,4420.86,318,193.19,619,1554.26,420,9826.18,5,56.52,167,1771.78
36J,B83016,FARROW MEDICAL CENTRE,2024/5/1,32,1416.55,106,5329.69,292,183.73,606,1534.02,409,10736.73,10,107.37,180,2032.85
36J,B83016,FARROW MEDICAL CENTRE,2024/6/1,24,1176.79,90,4497.72,280,169.38,568,1334.16,410,9647.91,1,6.81,147,1553.37
36J,B83016,FARROW MEDICAL CENTRE,2024/7/1,31,1720.3,100,5094.93,353,268.9,768,1906.12,531,12918.96,3,17.97,204,2179.01
36J,B83016,FARROW MEDICAL CENTRE,2024/8/1,35,1702.93,108,5153.14,302,249.36,628,1525.95,452,11193.09,1,6.81,168,1727.88
36J,B83016,FARROW MEDICAL CENTRE,2024/9/1,35,1544.8,101,5497.81,287,236.32,649,1540.44,458,11390.53,6,48.17,183,2078.4
36J,B83016,FARROW MEDICAL CENTRE,2024/10/1,32,1590.24,120,5484.14,329,260.17,726,1887.01,514,12638.03,5,36.62,204,2304.48
36J,B83016,FARROW MEDICAL CENTRE,2024/11/1,35,1617.42,92,4762.46,312,248.2,675,1923.76,492,11481.25,6,77.55,201,2087.42
36J,B83016,FARROW MEDICAL CENTRE,2024/12/1,33,1473.54,131,6279.81,287,237.18,669,1673.78,453,11687.41,2,11.46,184,1940.43
36J,B83016,FARROW MEDICAL CENTRE,2025/1/1,27,1300.77,92,4630,322,254.05,712,1422.82,514,12086.16,4,45.49,208,2112.74
36J,B83016,FARROW MEDICAL CENTRE,2025/2/1,36,1705.93,103,5011.53,307,233.91,701,1336.98,490,12484.15,1,6.81,190,2063.57
36J,B83016,FARROW MEDICAL CENTRE,2025/3/1,31,1414.31,109,5821.08,285,232.55,657,1297.63,469,11572.15,3,45.57,186,2101.36
36J,B83016,FARROW MEDICAL CENTRE,2025/4/1,27,1112.28,79,3498.32,270,254.01,622,1155.65,434,11101.81,0,0,167,1655.45
36J,B83016,FARROW MEDICAL CENTRE,2025/5/1,37,1664.97,116,5910.99,324,286.63,746,1307.53,583,14771.65,2,54.44,201,2112.29
36J,B83017,HORTON BANK PRACTICE,2020/6/1,31,1332.71,78,3683.25,84,313.21,196,998.21,93,3461.49,5,44.04,107,2362.66
36J,B83017,HORTON BANK PRACTICE,2020/7/1,33,1205.04,69,2975.83,83,343.7,202,1178.61,99,4025.17,8,68.08,107,2645.19
36J,B83017,HORTON BANK PRACTICE,2020/8/1,24,955.41,61,2614.2,66,254.64,188,953.89,90,3195.32,5,44.08,86,1971.17
36J,B83017,HORTON BANK PRACTICE,2020/9/1,23,846.98,70,3036.87,80,319.61,198,1178.14,101,3993.76,5,39.95,101,2401.81
36J,B83017,HORTON BANK PRACTICE,2020/10/1,26,936.28,62,2752.54,83,318.76,215,1117.09,112,4474.46,10,81.09,93,2059.58
36J,B83017,HORTON BANK PRACTICE,2020/11/1,25,1016.49,63,2746.95,75,258.13,191,974.09,92,3737.83,4,37.41,100,2320.86
36J,B83017,HORTON BANK PRACTICE,2020/12/1,25,953.82,70,2908.62,75,273.65,224,1262.98,111,4334.06,4,37.41,95,2343.29
36J,B83017,HORTON BANK PRACTICE,2021/1/1,19,719.31,76,3254.85,83,279.4,212,1073.48,98,4462.11,8,68.22,99,2421.03
36J,B83017,HORTON BANK PRACTICE,2021/2/1,18,755.46,60,2582.2,75,243.44,189,1050.92,84,3486.07,5,40.07,79,1676.79
36J,B83017,HORTON BANK PRACTICE,2021/3/1,26,1127.41,82,3314.43,86,257.54,221,1112.65,103,4351.41,7,53.11,107,2325.58
36J,B83017,HORTON BANK PRACTICE,2021/4/1,20,763.23,64,2910.77,85,239.69,209,996.33,103,4575.23,2,13.36,86,1734.66
36J,B83017,HORTON BANK PRACTICE,2021/5/1,30,1301.06,73,3075.32,79,210.75,200,943.46,112,4723.56,5,52.32,100,2235.95
36J,B83017,HORTON BANK PRACTICE,2021/6/1,26,1004.53,65,2863.96,86,280.36,230,1112.9,141,5614.65,6,50.82,105,2277.97
36J,B83017,HORTON BANK PRACTICE,2021/7/1,31,1253.28,72,3224.07,81,205.06,197,811.47,136,5828.84,6,59.04,98,2092.41
36J,B83017,HORTON BANK PRACTICE,2021/8/1,30,1337.08,68,3029.05,72,171.63,209,968.24,120,4590.16,6,61.7,95,1860.68
36J,B83017,HORTON BANK PRACTICE,2021/9/1,26,998.08,75,3215.97,74,225.22,208,850.3,129,5678.76,4,41.58,104,2391.2
36J,B83017,HORTON BANK PRACTICE,2021/10/1,26,994.7,62,2729.36,76,168,212,754.01,137,5165.05,5,46.77,97,2389.07
36J,B83017,HORTON BANK PRACTICE,2021/11/1,29,1201.8,64,2930.53,93,212.9,243,985.26,164,6524.9,6,69.82,89,1901.76
36J,B83017,HORTON BANK PRACTICE,2021/12/1,37,1447.39,73,3106.93,89,231.31,245,850.34,162,6042.08,5,60.21,119,2826.41
36J,B83017,HORTON BANK PRACTICE,2022/1/1,27,1196.78,70,3274.79,87,160.65,236,758.3,161,6528.41,6,55.14,98,2226.34
36J,B83017,HORTON BANK PRACTICE,2022/2/1,18,832.6,51,2414.38,81,169.45,208,753.75,136,5369.87,3,26.85,79,1694
36J,B83017,HORTON BANK PRACTICE,2022/3/1,31,1241.43,76,3460.95,92,213.05,263,825.45,166,6941.35,9,91.24,114,2377.55
36J,B83017,HORTON BANK PRACTICE,2022/4/1,29,1285.7,58,2559.11,79,149.87,232,788.5,153,5529.23,4,33.54,86,1896.65
36J,B83017,HORTON BANK PRACTICE,2022/5/1,26,1213.3,66,3082.38,94,213.1,260,792.95,168,6060.03,7,86.03,98,1909.6
36J,B83017,HORTON BANK PRACTICE,2022/6/1,32,1305.32,73,3421.92,84,146.66,267,907.22,181,7030.43,6,61.84,92,1693.84
36J,B83017,HORTON BANK PRACTICE,2022/7/1,24,1056.73,66,3099.9,80,156.29,265,775.73,184,6939.88,10,88.64,81,1695.54
36J,B83017,HORTON BANK PRACTICE,2022/8/1,38,1734.7,71,3355.94,83,187.25,247,742.37,175,7261.47,6,57.69,104,2124.25
36J,B83017,HORTON BANK PRACTICE,2022/9/1,27,1187.58,67,3286.01,83,158.7,284,806.97,196,6823.33,6,57.7,88,1674.96
36J,B83017,HORTON BANK PRACTICE,2022/10/1,28,1177.56,68,3060.33,78,152.56,272,1027.68,198,8033.48,6,68.41,86,1524
36J,B83017,HORTON BANK PRACTICE,2022/11/1,28,1267.78,62,2846.79,82,181.74,271,825.87,206,8083.54,2,20.11,97,1529.13
36J,B83017,HORTON BANK PRACTICE,2022/12/1,29,1389.45,60,2993.62,89,204.89,268,1001.45,210,7821.12,8,81.91,94,1770.33
36J,B83017,HORTON BANK PRACTICE,2023/1/1,25,1046.09,65,2790.37,81,158.24,259,1197.25,201,8330.59,3,26.87,99,1495.69
36J,B83017,HORTON BANK PRACTICE,2023/2/1,30,1283.66,49,2165.95,72,179.62,230,892.68,182,7140.32,4,44.42,88,1357.29
36J,B83017,HORTON BANK PRACTICE,2023/3/1,33,1550.1,69,3636.02,87,183.08,298,970.09,234,9977.32,3,37.69,100,1736.18
36J,B83017,HORTON BANK PRACTICE,2023/4/1,1,79.53,2,81.74,0,0,8,26.73,5,62.31,0,0,1,16.47
36J,B83017,HORTON BANK PRACTICE,2023/6/1,0,0,0,0,0,0,0,0,0,0,1,10.86,0,0
36J,B83018,IDLE MEDICAL CENTRE,2020/6/1,39,2085.74,87,4874.61,166,497.04,322,1375.74,81,2555.89,3,52.98,116,2464.59
36J,B83018,IDLE MEDICAL CENTRE,2020/7/1,23,1802.39,69,3685.14,167,429.01,327,1326.34,78,2522.66,2,17.1,99,1948.25
36J,B83018,IDLE MEDICAL CENTRE,2020/8/1,37,2355.17,75,4077.99,161,429.75,301,1354.99,76,2750.28,3,57.37,105,2189.33
36J,B83018,IDLE MEDICAL CENTRE,2020/9/1,32,1686.85,73,3621.25,167,432.9,342,1516.79,77,2275.18,4,59.32,115,2245.4
36J,B83018,IDLE MEDICAL CENTRE,2020/10/1,42,2718.12,88,5273.81,175,427.44,333,1301.8,90,2815.37,0,0,123,2172.19
36J,B83018,IDLE MEDICAL CENTRE,2020/11/1,33,1750.15,79,3872.65,202,391.94,392,1481.42,97,2746.83,3,57.08,120,2083.99
36J,B83018,IDLE MEDICAL CENTRE,2020/12/1,35,1701.58,88,4783.29,180,424.79,397,1421.34,111,2859.74,4,59.41,130,2254.95
36J,B83018,IDLE MEDICAL CENTRE,2021/1/1,33,2262.83,75,3761.96,170,357.93,335,1418.95,102,2900.07,3,23.81,121,2042.27
36J,B83018,IDLE MEDICAL CENTRE,2021/2/1,28,1351.36,72,3861.36,165,368.24,305,1108.11,82,2184.07,3,57.46,108,1459.74
36J,B83018,IDLE MEDICAL CENTRE,2021/3/1,39,2038.14,84,4423.91,172,378.95,349,1473.47,97,3383.62,3,23.49,113,2087.66
36J,B83018,IDLE MEDICAL CENTRE,2021/4/1,36,2251.16,87,4269.26,165,277.07,348,1231.08,78,2034.4,4,63.84,114,2019.05
36J,B83018,IDLE MEDICAL CENTRE,2021/5/1,32,2094.35,82,4224.18,156,296.23,329,1121.74,105,3083.49,3,19.78,105,1521.7
36J,B83018,IDLE MEDICAL CENTRE,2021/6/1,40,2174.09,85,4271.17,163,279.19,366,1235.12,109,2760.19,6,77.19,122,2022.36
36J,B83018,IDLE MEDICAL CENTRE,2021/7/1,40,2040.3,88,4329.24,163,307.44,348,1222.35,121,3688.63,4,58.71,147,2191.82
36J,B83018,IDLE MEDICAL CENTRE,2021/8/1,25,1141.24,64,2899.12,159,240.52,363,1160.76,101,2770.17,1,10.75,102,1598.81
36J,B83018,IDLE MEDICAL CENTRE,2021/9/1,29,1538.38,89,4246.24,146,281.51,269,1041.42,84,2639.87,5,66.54,121,1931.94
36J,B83018,IDLE MEDICAL CENTRE,2021/10/1,31,1619.55,72,3551.28,130,178.37,282,864.89,90,2475.62,2,17.44,96,1637.15
36J,B83018,IDLE MEDICAL CENTRE,2021/11/1,32,1683.58,97,4327.46,168,264.31,376,1296,119,3955.1,3,69.15,124,1658.49
36J,B83018,IDLE MEDICAL CENTRE,2021/12/1,40,2202.92,88,4587.93,183,274,489,1368.41,188,5285.42,4,59.6,119,1799.55
36J,B83018,IDLE MEDICAL CENTRE,2022/1/1,43,2733.73,94,4440.92,153,185.97,347,1026.49,163,4829.26,4,35.02,128,1690.69
36J,B83018,IDLE MEDICAL CENTRE,2022/2/1,28,1357.79,66,3222.75,121,146.65,316,995.94,146,5747.07,4,64.18,109,1593.55
36J,B83018,IDLE MEDICAL CENTRE,2022/3/1,41,2003.48,103,4867.84,167,183.49,419,1134.57,166,4972.97,3,57.7,132,1721.11
36J,B83018,IDLE MEDICAL CENTRE,2022/4/1,29,1203.24,95,4578.46,126,158.63,380,1027.96,185,6481.48,2,29.16,104,1706.23
36J,B83018,IDLE MEDICAL CENTRE,2022/5/1,36,1904.72,99,4942.42,120,130.18,406,1197.51,175,6166.7,7,108.46,134,1581.86
36J,B83018,IDLE MEDICAL CENTRE,2022/6/1,38,1807.05,89,4530.42,129,172.84,363,1063.07,184,6405.39,6,81.93,110,1678.91
36J,B83018,IDLE MEDICAL CENTRE,2022/7/1,40,1995.07,107,5246.43,118,128.71,422,1164.43,185,6464.63,7,88.61,142,1975.21
36J,B83018,IDLE MEDICAL CENTRE,2022/8/1,32,1467.35,97,5368.72,124,124.21,419,1147.5,217,8004.58,6,83.58,113,1478.56
36J,B83018,IDLE MEDICAL CENTRE,2022/9/1,40,1824.23,97,4831.71,106,99.8,423,1065.29,222,7297.9,4,79.22,108,1577.2
36J,B83018,IDLE MEDICAL CENTRE,2022/10/1,37,1967.02,92,4641.21,111,99.79,395,868.45,216,7249.97,4,50.36,101,1532.04
36J,B83018,IDLE MEDICAL CENTRE,2022/11/1,38,1812.46,94,4691.3,116,101.91,462,1047.63,255,9296.26,9,112.21,112,1570.08
36J,B83018,IDLE MEDICAL CENTRE,2022/12/1,44,2247.08,96,5090.22,119,100.57,496,1026.66,282,8802.56,3,57.38,89,1028.12
36J,B83018,IDLE MEDICAL CENTRE,2023/1/1,39,1849.47,91,4552.65,112,110.36,440,1017.84,239,8708.72,3,57.5,101,1330.36
36J,B83018,IDLE MEDICAL CENTRE,2023/2/1,38,1692.88,93,4520.79,89,72.93,359,784.47,222,8065.24,8,63.75,91,1267.58
36J,B83018,IDLE MEDICAL CENTRE,2023/3/1,38,1808.33,90,4759.54,110,99.02,484,1133.28,283,10570.92,3,17.84,99,1430.33
36J,B83018,IDLE MEDICAL CENTRE,2023/4/1,42,2231.62,80,3775.7,88,82.4,405,884.65,252,8945.67,6,96.23,86,1183.26
36J,B83018,IDLE MEDICAL CENTRE,2023/5/1,38,1797.16,93,4555.32,92,98.93,402,993.87,264,11514.68,4,60.43,92,1417.28
36J,B83018,IDLE MEDICAL CENTRE,2023/6/1,47,2140.95,100,5153.57,99,85.25,445,1002.23,287,9539.15,4,195.14,92,1322.03
36J,B83018,IDLE MEDICAL CENTRE,2023/7/1,38,1688.97,93,4699,84,81.67,398,921.5,277,9619.05,6,59.24,100,1507.66
36J,B83018,IDLE MEDICAL CENTRE,2023/8/1,38,1817.48,98,4539.35,74,69.38,373,948,259,10227.93,7,61.58,81,1176.24
36J,B83018,IDLE MEDICAL CENTRE,2023/9/1,33,1612.95,82,4234.94,73,72.03,396,990.08,292,11239.76,5,68.43,106,1480.78
36J,B83018,IDLE MEDICAL CENTRE,2023/10/1,39,1703.33,103,5098.37,83,61.62,383,959.85,293,9695.6,3,28.7,87,1116.32
36J,B83018,IDLE MEDICAL CENTRE,2023/11/1,46,1930.8,83,3580.81,95,71.58,429,927.03,350,11134.74,6,87.93,81,1177.22
36J,B83018,IDLE MEDICAL CENTRE,2023/12/1,41,1870.04,93,4868.64,73,61.5,423,1040.11,306,10831.34,6,82.69,82,1030.9
36J,B83018,IDLE MEDICAL CENTRE,2024/1/1,46,2213.95,86,4072.88,86,65.99,413,969.16,308,9231.93,4,59.91,81,1148.79
36J,B83018,IDLE MEDICAL CENTRE,2024/2/1,32,1403.04,91,4014.54,66,58.68,423,1117.75,352,11036.51,4,36.23,84,1132.08
36J,B83018,IDLE MEDICAL CENTRE,2024/3/1,40,1856.43,91,4622.49,66,60.01,408,1013.37,310,10228.65,4,71.54,77,980.96
36J,B83018,IDLE MEDICAL CENTRE,2024/4/1,47,2391.28,99,4820.63,72,54.19,420,1318.85,341,11697.61,5,52.4,94,1062.82
36J,B83018,IDLE MEDICAL CENTRE,2024/5/1,41,1775.21,93,4792.13,76,50.34,433,1376.84,358,13385.28,8,125.85,90,1332.73
36J,B83018,IDLE MEDICAL CENTRE,2024/6/1,39,1684.72,91,5032.16,65,41.73,402,1243.18,332,12433.92,8,114.62,71,919.71
36J,B83018,IDLE MEDICAL CENTRE,2024/7/1,45,2257.53,109,5494.81,73,62.84,418,1468.33,350,13048.38,5,37.1,82,1145.66
36J,B83018,IDLE MEDICAL CENTRE,2024/8/1,39,1894.26,88,4168.88,58,50.08,413,1701.32,323,11873.69,3,24.94,63,703.45
36J,B83018,IDLE MEDICAL CENTRE,2024/9/1,34,1757.56,83,4441.61,70,65.18,441,1743.08,398,14796.73,5,53.07,69,812.32
36J,B83018,IDLE MEDICAL CENTRE,2024/10/1,47,2233.67,82,4388.83,55,48.09,453,1602.26,457,15862.01,5,36.49,74,1061.85
36J,B83018,IDLE MEDICAL CENTRE,2024/11/1,42,2148.11,97,5257.65,59,56.33,461,1442.03,429,13902.95,6,36.52,64,811.18
36J,B83018,IDLE MEDICAL CENTRE,2024/12/1,49,2349.26,97,5181.62,43,55.89,425,1478.28,411,16340.5,8,91.85,75,924.62
36J,B83018,IDLE MEDICAL CENTRE,2025/1/1,43,1943.37,83,4388.49,53,45.61,509,1215.11,486,17580.89,5,50.33,62,672.84
36J,B83018,IDLE MEDICAL CENTRE,2025/2/1,42,2041.96,82,3808.09,38,37.95,410,1076.18,416,16002.02,5,51.79,50,635.33
36J,B83018,IDLE MEDICAL CENTRE,2025/3/1,51,2803.5,90,5144.87,53,48,437,1190.77,423,17635.05,8,130.55,59,762.6
36J,B83018,IDLE MEDICAL CENTRE,2025/4/1,45,2188.29,96,4386.34,41,42.89,448,1169.69,456,18827.06,4,36.48,68,746.01
36J,B83018,IDLE MEDICAL CENTRE,2025/5/1,42,2267.84,87,4171.92,44,51.9,462,1110.47,423,18423.69,2,13.63,63,712.6
36J,B83019,GRANGE PARK SURGERY,2020/6/1,13,499.57,15,457.52,43,187.62,81,542.78,29,1350.43,1,6.66,32,678.21
36J,B83019,GRANGE PARK SURGERY,2020/7/1,16,691.05,28,1099.13,63,254.78,107,821.68,45,2038.33,3,26.64,42,1032.66
36J,B83019,GRANGE PARK SURGERY,2020/8/1,15,611.73,16,546.6,45,170.2,89,521.51,31,1591.11,1,6.67,26,639.74
36J,B83019,GRANGE PARK SURGERY,2020/9/1,15,656.73,27,1023.39,62,236.89,108,738.66,35,1363.5,4,41.41,39,932.51
36J,B83019,GRANGE PARK SURGERY,2020/10/1,16,617.24,22,773.28,65,163.6,117,599.25,48,1740.51,1,6.66,31,595.23
36J,B83019,GRANGE PARK SURGERY,2020/11/1,17,825.09,29,1191.83,63,181.13,116,705.86,39,1434.58,1,6.67,43,857.71
36J,B83019,GRANGE PARK SURGERY,2020/12/1,17,721.45,18,714.07,68,171.12,133,733.9,47,1531.59,14,103.04,46,1087.11
36J,B83019,GRANGE PARK SURGERY,2021/1/1,14,678,24,968.97,63,169.35,115,626.44,48,1789.47,10,95.48,46,935.14
36J,B83019,GRANGE PARK SURGERY,2021/2/1,15,547.85,28,1036.25,54,136.76,105,640.57,35,1478.29,7,70.57,35,816.44
